stream_id,user_id,song_id,streamed_at,duration_played,device_type
2813,53,1034,2024-07-16 12:30:46,144,web
2814,53,1389,2023-03-16 09:53:47,114,mobile
2815,53,2135,2025-03-27 09:33:38,206,desktop
2816,53,382,2023-06-05 01:05:37,102,smart_speaker
2817,53,1266,2024-11-02 01:13:51,38,desktop
2818,53,1551,2023-10-22 12:57:49,165,desktop
2819,53,2386,2024-09-07 12:45:04,212,smart_speaker
2820,53,2004,2025-04-21 23:58:20,159,tablet
2821,53,723,2023-01-25 13:36:29,103,smart_tv
2822,53,1357,2025-12-04 20:46:50,110,web
2823,53,2408,2025-05-20 14:56:09,61,tablet
2824,53,2061,2025-07-11 20:07:21,189,smart_tv
2825,53,1945,2023-03-28 22:59:59,226,smart_speaker
2826,53,1002,2025-11-26 04:18:20,331,desktop
2827,53,2156,2024-06-12 16:32:05,91,desktop
2828,53,2643,2025-09-19 14:29:14,43,desktop
2829,53,1300,2024-04-27 07:46:42,82,mobile
2830,53,1720,2025-10-30 07:08:00,390,web
2831,53,1943,2025-07-08 17:19:23,178,smart_tv
2832,53,1824,2025-09-28 17:33:10,261,smart_speaker
2833,53,280,2025-03-18 12:12:00,321,smart_speaker
2834,53,1780,2023-12-01 09:04:27,242,web
2835,53,322,2023-12-16 06:05:19,323,tablet
2836,53,2533,2024-03-27 09:28:16,197,smart_speaker
2837,53,554,2025-12-30 00:49:56,63,mobile
2838,53,2295,2024-06-04 21:29:08,221,smart_tv
2839,53,709,2023-12-23 18:12:35,191,tablet
2840,53,2582,2023-03-22 05:59:22,74,smart_speaker
2841,53,1151,2024-12-16 13:23:33,84,smart_tv
2842,53,1997,2025-06-05 22:27:29,84,desktop
2843,53,1643,2025-11-14 02:01:57,130,smart_speaker
2844,53,2390,2024-08-11 20:51:39,210,tablet
2845,53,2305,2025-08-24 16:21:33,254,smart_tv
2846,53,1904,2025-06-04 18:18:37,51,web
2847,53,1961,2025-05-10 12:56:56,110,web
2848,53,630,2023-07-29 22:35:10,32,mobile
2849,53,2254,2025-09-28 16:03:07,93,mobile
2850,53,124,2023-06-01 07:58:45,95,desktop
2851,53,2067,2024-09-25 11:53:02,115,smart_tv
2852,53,2442,2023-03-31 15:32:13,232,desktop
2853,53,1310,2023-05-14 07:06:11,112,smart_tv
2854,53,1325,2025-06-29 14:07:46,204,mobile
2855,53,1038,2025-06-24 04:17:46,51,smart_speaker
2856,53,1629,2024-11-22 18:10:03,80,web
2857,53,58,2025-10-28 04:15:39,95,mobile
2858,53,7,2024-02-16 22:13:12,120,smart_speaker
2859,53,1982,2023-10-12 21:22:35,169,desktop
2860,53,715,2025-01-21 12:17:00,180,web
2861,53,2414,2024-09-04 04:16:21,246,tablet
2862,53,527,2025-08-19 19:50:06,106,smart_speaker
2863,53,813,2023-03-11 17:00:52,206,mobile
2864,53,1871,2023-07-13 02:08:52,180,smart_tv
2865,53,637,2024-05-30 13:39:32,46,desktop
2866,53,890,2024-02-02 17:04:58,56,desktop
2867,53,1342,2023-12-27 10:05:54,251,smart_tv
2868,53,1529,2025-11-15 08:57:29,144,web
2869,53,1983,2025-02-12 03:50:15,257,desktop
2870,53,1027,2023-07-22 01:46:02,228,tablet
2871,53,2180,2025-01-18 22:13:56,195,mobile
2872,53,848,2025-10-30 23:57:20,47,mobile
2873,53,1227,2025-10-02 03:59:20,105,smart_tv
2874,53,2455,2023-05-24 03:36:42,161,mobile
2875,53,1927,2025-01-11 14:07:51,49,web
2876,53,2572,2023-10-11 05:40:47,291,mobile
2877,53,1692,2023-05-13 13:40:14,177,smart_speaker
2878,53,145,2025-01-17 18:44:48,137,tablet
2879,53,1616,2024-09-02 13:27:48,392,smart_tv
2880,53,2475,2025-02-11 21:29:27,201,tablet
2881,54,621,2023-05-20 23:15:43,265,mobile
2882,54,698,2024-03-26 05:40:52,88,tablet
2883,54,1598,2024-10-19 09:52:04,158,web
2884,54,1004,2023-03-20 07:42:52,85,desktop
2885,54,1427,2023-11-03 09:06:14,228,smart_speaker
2886,54,1523,2023-08-13 07:55:08,215,tablet
2887,54,2180,2024-11-23 01:02:38,224,smart_tv
2888,54,848,2024-05-12 09:01:25,216,mobile
2889,54,1944,2025-05-20 07:06:44,53,web
2890,54,227,2025-10-24 02:48:48,285,desktop
2891,54,2141,2025-12-05 15:51:30,87,web
2892,54,2439,2024-04-07 04:54:11,237,smart_tv
2893,54,1582,2024-02-21 08:51:46,215,smart_tv
2894,54,295,2023-10-12 22:10:06,126,mobile
2895,54,1067,2025-08-04 15:49:30,208,web
2896,54,2489,2023-11-14 20:23:51,198,smart_tv
2897,54,969,2023-06-16 17:03:26,323,smart_tv
2898,54,722,2024-11-16 16:29:11,200,smart_tv
2899,54,1222,2024-02-02 03:56:24,87,smart_speaker
2900,54,157,2025-06-24 18:22:14,193,mobile
2901,54,2579,2025-07-29 01:50:19,116,smart_tv
2902,54,1643,2023-12-05 04:53:39,38,mobile
2903,54,1614,2023-11-09 00:17:10,229,desktop
2904,54,484,2023-03-25 14:26:23,213,web
2905,54,317,2024-08-27 01:02:09,96,mobile
2906,54,1825,2025-03-03 21:44:54,266,web
2907,54,2655,2023-03-28 04:10:59,253,tablet
2908,54,2054,2023-06-17 22:02:36,76,desktop
2909,54,1491,2023-10-31 13:27:47,206,web
2910,54,1952,2025-09-08 10:54:49,93,smart_speaker
2911,54,1703,2024-07-20 20:06:07,70,smart_tv
2912,54,2575,2023-09-11 12:06:05,225,smart_speaker
2913,54,1299,2025-06-21 03:44:26,230,smart_tv
2914,54,1888,2024-12-29 06:37:24,208,mobile
2915,54,1371,2024-07-14 01:58:54,182,smart_speaker
2916,54,2428,2025-06-27 09:49:17,39,smart_tv
2917,54,366,2023-10-10 22:55:45,118,smart_speaker
2918,54,2479,2024-08-19 19:17:31,79,tablet
2919,54,1198,2025-12-29 07:40:57,170,desktop
2920,54,1959,2023-01-15 16:54:03,42,web
2921,54,522,2025-06-10 11:49:00,156,desktop
2922,54,430,2023-11-26 13:19:51,95,smart_tv
2923,54,2087,2025-06-07 11:02:16,129,smart_tv
2924,54,1073,2024-10-15 12:33:07,40,desktop
2925,54,264,2024-01-23 22:00:11,252,smart_speaker
2926,54,2195,2024-03-22 00:53:16,49,tablet
2927,54,2047,2025-01-18 19:21:56,72,web
2928,54,555,2025-08-01 18:17:31,47,smart_speaker
2929,54,1090,2023-09-26 09:45:59,209,web
2930,54,2647,2024-08-04 15:01:09,62,web
2931,54,2419,2024-07-02 16:00:30,241,mobile
2932,54,1938,2024-11-07 21:18:48,123,tablet
2933,54,2286,2025-07-21 02:54:06,50,desktop
2934,54,902,2025-12-12 02:29:52,124,tablet
2935,54,532,2025-12-09 03:00:56,169,tablet
2936,54,2279,2025-01-31 13:42:09,372,mobile
2937,54,1791,2023-10-30 20:36:37,32,web
2938,54,620,2023-08-18 15:57:36,310,web
2939,54,727,2025-08-03 01:02:20,267,desktop
2940,54,965,2024-07-08 07:00:30,66,smart_speaker
2941,54,1798,2025-03-29 21:46:25,186,smart_tv
2942,54,426,2024-08-04 20:46:08,122,desktop
2943,54,1437,2025-07-18 22:25:28,362,smart_tv
2944,54,1231,2025-01-22 12:38:49,110,smart_tv
2945,54,2156,2025-10-28 18:45:04,109,web
2946,54,2044,2024-02-18 08:16:46,241,tablet
2947,54,1475,2024-05-13 14:12:45,47,smart_tv
2948,54,619,2025-03-18 16:03:09,61,mobile
2949,54,41,2023-07-10 22:11:05,170,tablet
2950,54,202,2025-03-28 15:12:17,169,mobile
2951,55,1967,2024-05-06 00:45:50,236,web
2952,55,1272,2024-06-28 16:03:22,126,mobile
2953,55,1387,2025-04-23 10:08:36,58,web
2954,55,50,2024-05-12 04:43:11,301,mobile
2955,55,446,2023-01-03 08:14:14,173,web
2956,55,2278,2025-11-23 00:22:30,245,smart_tv
2957,55,2436,2025-02-03 00:28:12,163,tablet
2958,55,2047,2024-11-07 02:59:24,70,smart_speaker
2959,55,869,2024-11-24 16:05:44,166,web
2960,55,2245,2024-10-24 23:05:07,126,desktop
2961,55,1574,2025-09-11 21:13:44,105,smart_tv
2962,55,1354,2024-01-12 07:14:45,86,desktop
2963,55,1231,2024-11-21 01:29:35,256,tablet
2964,55,2352,2024-09-26 11:08:41,88,desktop
2965,55,1965,2025-06-15 13:58:34,67,desktop
2966,55,1763,2023-09-22 12:04:17,287,mobile
2967,55,2524,2023-04-26 08:46:56,118,mobile
2968,55,743,2023-12-06 13:08:24,154,tablet
2969,55,847,2025-05-03 11:40:56,285,desktop
2970,55,1181,2024-05-01 13:47:05,42,tablet
2971,55,675,2023-06-29 02:50:31,183,tablet
2972,55,36,2024-05-11 07:29:25,31,tablet
2973,55,1939,2023-07-22 19:47:21,222,smart_tv
2974,55,109,2025-08-27 20:06:05,152,web
2975,55,2309,2024-10-25 10:13:39,71,smart_speaker
2976,55,312,2024-02-23 22:26:47,120,smart_speaker
2977,55,1994,2024-12-01 10:39:09,90,smart_tv
2978,55,1547,2023-01-25 23:18:32,322,smart_speaker
2979,55,1299,2025-06-20 22:20:51,88,smart_speaker
2980,55,2281,2023-05-25 16:16:52,254,tablet
2981,55,1986,2023-12-27 03:50:25,229,smart_tv
2982,55,1495,2023-11-15 10:25:32,344,smart_tv
2983,55,2645,2025-04-01 08:05:39,164,tablet
2984,55,2147,2024-11-30 16:09:03,183,smart_speaker
2985,55,2440,2025-11-27 00:50:10,117,tablet
2986,55,1484,2024-12-04 05:15:25,89,desktop
2987,55,464,2025-09-08 09:16:30,167,tablet
2988,55,1075,2024-02-15 00:37:18,337,smart_tv
2989,55,265,2024-11-06 23:13:16,154,smart_speaker
2990,55,1312,2023-10-09 07:32:21,203,smart_tv
2991,55,1028,2025-01-11 17:25:59,274,smart_tv
2992,55,1138,2024-01-04 04:07:10,254,web
2993,55,647,2023-05-04 06:42:48,48,desktop
2994,55,2080,2024-03-01 21:36:39,161,smart_tv
2995,55,1821,2024-07-27 12:25:26,128,mobile
2996,55,2543,2023-05-07 10:11:41,310,smart_speaker
2997,55,2127,2024-12-29 16:22:52,200,tablet
2998,55,2019,2025-07-09 14:45:02,372,smart_speaker
2999,55,905,2023-07-17 00:40:24,77,smart_speaker
3000,55,166,2025-09-20 00:59:08,44,mobile
3001,55,1326,2025-07-04 06:45:39,31,tablet
3002,55,1175,2024-06-28 18:17:49,88,smart_tv
3003,55,943,2024-08-12 23:22:31,194,smart_speaker
3004,55,1493,2024-03-17 18:32:49,38,tablet
3005,55,2324,2023-04-15 07:48:08,176,desktop
3006,55,1136,2024-04-15 13:33:20,53,tablet
3007,55,1675,2023-07-15 05:52:40,198,web
3008,55,1923,2023-06-10 05:39:56,98,desktop
3009,55,2499,2023-12-30 23:04:29,156,mobile
3010,55,1665,2024-06-06 07:44:21,90,desktop
3011,55,1524,2023-10-30 12:46:20,218,smart_speaker
3012,55,1935,2024-05-02 10:08:13,240,smart_speaker
3013,55,2219,2023-02-01 06:44:30,322,smart_tv
3014,55,641,2025-02-21 13:52:29,77,web
3015,55,492,2025-07-12 09:15:22,133,mobile
3016,55,2152,2025-01-31 07:45:30,173,smart_tv
3017,55,2578,2024-05-20 04:57:02,354,smart_tv
3018,55,2066,2025-10-09 06:55:26,312,desktop
3019,55,1951,2023-10-23 16:35:40,268,smart_tv
3020,55,1014,2023-03-15 15:16:43,180,smart_tv
3021,55,1867,2023-12-07 23:16:14,104,web
3022,55,2112,2024-01-20 02:29:17,141,smart_tv
3023,55,1688,2023-02-12 07:01:56,175,smart_tv
3024,55,2333,2025-02-13 12:47:38,158,tablet
3025,55,1373,2023-01-18 07:08:56,58,web
3026,55,2633,2024-03-30 03:05:26,172,tablet
3027,55,190,2024-11-20 05:58:36,210,desktop
3028,55,2461,2024-09-12 23:00:32,110,smart_speaker
3029,55,112,2025-12-02 01:57:01,50,mobile
3030,56,2508,2023-12-26 08:20:23,120,desktop
3031,56,605,2024-09-20 18:36:02,212,desktop
3032,56,1838,2025-03-13 19:27:56,111,tablet
3033,56,1187,2024-08-22 08:04:47,151,mobile
3034,56,1363,2025-08-22 22:13:34,107,web
3035,56,322,2024-06-29 14:45:23,247,smart_tv
3036,56,496,2023-04-16 03:34:56,264,smart_tv
3037,56,1309,2023-11-12 19:27:07,329,smart_speaker
3038,56,1812,2023-09-13 16:22:35,172,web
3039,56,1294,2025-05-10 00:17:32,76,web
3040,56,2418,2025-05-09 03:51:50,88,web
3041,56,141,2025-02-25 01:49:11,158,tablet
3042,56,30,2025-02-07 17:07:39,198,web
3043,56,1292,2023-11-08 10:29:38,311,mobile
3044,56,1494,2023-11-01 03:49:36,130,tablet
3045,56,2534,2025-08-31 11:25:31,274,desktop
3046,56,1792,2025-03-21 05:40:40,141,smart_speaker
3047,56,1520,2023-02-21 15:09:30,146,web
3048,56,99,2024-06-26 11:08:46,51,desktop
3049,56,187,2024-09-26 23:09:18,340,smart_tv
3050,56,1837,2023-10-10 05:14:49,63,desktop
3051,56,2191,2023-06-15 20:11:52,192,smart_tv
3052,56,2243,2024-01-12 10:47:31,313,smart_tv
3053,56,116,2023-10-12 12:44:48,277,smart_speaker
3054,56,1367,2023-12-15 14:02:08,260,smart_speaker
3055,56,2281,2023-08-30 16:53:48,87,tablet
3056,56,2350,2023-09-23 02:15:32,188,mobile
3057,56,913,2025-01-04 23:42:27,82,smart_tv
3058,56,989,2023-01-04 22:02:25,248,web
3059,56,788,2025-05-29 19:22:34,39,smart_speaker
3060,56,1524,2025-04-04 09:44:22,140,mobile
3061,56,1672,2025-05-18 18:59:45,96,web
3062,56,2056,2023-11-14 04:42:11,138,smart_speaker
3063,56,507,2024-10-19 16:55:42,86,desktop
3064,56,815,2025-04-12 05:28:11,232,smart_tv
3065,56,1377,2025-11-01 16:41:33,241,mobile
3066,56,1635,2025-01-07 13:57:05,276,tablet
3067,56,1434,2025-05-26 07:59:11,121,smart_tv
3068,56,998,2024-05-23 04:49:13,104,mobile
3069,56,13,2024-05-09 16:43:45,256,smart_tv
3070,56,536,2024-07-03 14:18:23,36,tablet
3071,56,161,2023-10-05 19:28:15,198,web
3072,56,2184,2025-10-08 06:31:56,287,smart_speaker
3073,56,265,2023-02-10 01:33:23,351,smart_speaker
3074,56,1312,2024-05-20 09:18:30,300,smart_tv
3075,56,620,2023-11-25 03:14:00,205,smart_tv
3076,56,2064,2024-03-29 13:05:51,214,smart_tv
3077,56,2578,2023-08-20 10:20:00,53,smart_speaker
3078,56,88,2023-08-26 13:07:18,103,mobile
3079,56,68,2024-03-20 16:29:04,73,tablet
3080,56,243,2024-12-26 07:51:23,185,smart_speaker
3081,56,1003,2023-07-01 15:56:29,237,smart_tv
3082,56,57,2025-03-23 10:44:21,201,mobile
3083,56,1754,2025-11-23 04:03:18,135,mobile
3084,56,353,2024-06-17 06:16:16,355,tablet
3085,56,2580,2024-08-17 01:09:18,141,mobile
3086,56,947,2025-10-03 11:36:09,102,mobile
3087,56,1129,2024-11-15 05:11:24,212,mobile
3088,56,173,2023-03-06 08:40:08,189,tablet
3089,56,2261,2024-04-12 09:12:40,47,web
3090,56,2269,2025-07-01 02:56:54,100,desktop
3091,56,2565,2025-01-11 20:38:28,41,smart_tv
3092,56,2338,2025-08-25 18:01:31,49,web
3093,56,1575,2024-04-26 19:56:21,185,tablet
3094,56,2556,2024-01-11 22:16:10,115,smart_tv
3095,56,1427,2025-12-17 05:12:10,289,mobile
3096,57,923,2025-10-15 03:39:35,80,desktop
3097,57,2304,2023-12-04 22:16:23,236,tablet
3098,57,1996,2023-08-06 15:28:51,72,tablet
3099,57,1487,2024-05-20 04:36:44,291,web
3100,57,399,2025-01-22 15:57:53,49,smart_speaker
3101,57,905,2024-01-02 03:59:53,119,mobile
3102,57,1216,2025-09-25 14:09:15,371,desktop
3103,57,1068,2024-02-27 18:22:24,361,web
3104,57,2510,2025-09-06 17:09:36,393,smart_tv
3105,57,1645,2025-12-27 01:26:11,93,web
3106,57,2489,2023-02-24 17:01:13,227,mobile
3107,57,143,2024-02-08 15:54:22,121,desktop
3108,57,2424,2025-05-02 11:44:23,32,tablet
3109,57,2254,2025-04-24 15:49:46,407,smart_tv
3110,57,2031,2025-09-08 17:24:45,114,tablet
3111,57,428,2024-04-13 12:07:55,31,web
3112,57,2357,2024-08-07 20:10:46,86,web
3113,57,1793,2023-03-21 02:47:45,174,smart_speaker
3114,57,2057,2024-11-26 15:49:54,137,mobile
3115,57,2040,2023-01-22 14:39:46,332,smart_speaker
3116,57,474,2024-09-10 06:30:52,134,smart_speaker
3117,57,2298,2023-06-09 10:58:05,58,mobile
3118,57,942,2025-08-31 13:19:14,105,smart_tv
3119,57,2469,2023-06-18 16:13:31,122,smart_speaker
3120,57,393,2024-07-20 18:00:44,43,mobile
3121,57,1561,2024-01-28 01:29:45,113,tablet
3122,57,1675,2024-08-21 03:54:04,69,tablet
3123,57,1799,2023-12-26 19:56:51,87,desktop
3124,57,1431,2023-12-07 06:15:04,137,mobile
3125,57,522,2024-11-16 15:39:27,236,smart_speaker
3126,57,2051,2024-12-03 19:45:00,131,desktop
3127,57,663,2025-06-26 05:13:32,120,smart_tv
3128,57,2617,2025-06-26 18:32:53,188,smart_tv
3129,57,1148,2024-07-19 05:40:57,49,smart_speaker
3130,57,246,2025-09-07 00:32:21,174,web
3131,57,2071,2025-08-16 07:31:21,261,mobile
3132,57,1910,2023-12-26 16:26:30,142,mobile
3133,57,1380,2025-02-09 13:33:33,42,smart_tv
3134,57,151,2024-03-07 11:05:11,74,smart_tv
3135,57,338,2024-02-16 17:59:37,94,smart_tv
3136,57,359,2024-10-10 09:31:30,115,mobile
3137,57,1086,2024-02-12 18:25:20,83,tablet
3138,57,760,2024-10-30 04:47:41,63,tablet
3139,57,1414,2025-11-25 17:46:48,198,smart_speaker
3140,57,2593,2023-08-11 19:37:13,183,smart_tv
3141,57,2442,2024-03-19 23:38:12,218,tablet
3142,57,354,2025-10-22 01:21:05,202,smart_speaker
3143,57,470,2023-12-07 12:10:28,267,smart_speaker
3144,57,183,2024-01-31 00:38:12,159,smart_tv
3145,57,1756,2023-07-29 18:32:36,40,smart_speaker
3146,57,776,2025-04-30 15:17:54,79,smart_tv
3147,57,1010,2025-07-12 02:28:38,130,tablet
3148,57,675,2024-04-30 09:17:34,260,desktop
3149,57,1947,2025-11-06 23:47:12,136,mobile
3150,57,1991,2024-03-13 00:17:32,114,web
3151,57,496,2024-04-28 02:39:26,253,tablet
3152,57,1107,2023-01-06 06:50:02,117,smart_tv
3153,57,508,2023-10-23 16:12:37,210,desktop
3154,57,1157,2023-08-29 15:55:42,196,tablet
3155,57,1399,2024-08-21 16:16:58,52,smart_speaker
3156,57,809,2023-08-11 17:31:59,140,web
3157,57,625,2023-05-18 03:29:24,56,smart_speaker
3158,57,1048,2023-07-10 21:20:10,214,tablet
3159,57,297,2023-01-14 19:35:04,324,web
3160,57,1441,2024-02-29 08:31:52,63,web
3161,57,1483,2023-08-08 14:23:57,276,tablet
3162,57,28,2024-07-25 08:14:36,132,smart_speaker
3163,57,2062,2025-09-19 01:12:24,45,smart_speaker
3164,57,1122,2025-10-02 10:31:01,299,desktop
3165,57,55,2024-11-12 08:15:35,110,smart_tv
3166,57,295,2023-08-24 00:45:39,130,desktop
3167,57,842,2024-04-21 16:18:38,38,web
3168,57,756,2025-10-16 22:53:45,109,desktop
3169,57,2002,2025-04-02 13:06:47,56,web
3170,57,1017,2023-08-24 06:19:19,134,smart_tv
3171,57,649,2024-12-02 01:45:29,93,desktop
3172,57,634,2024-09-28 00:31:12,94,smart_tv
3173,57,1832,2024-10-29 06:34:59,142,tablet
3174,57,1780,2025-08-12 10:44:37,201,smart_speaker
3175,57,2084,2023-07-12 00:55:45,104,web
3176,57,1200,2024-08-20 18:30:53,305,smart_tv
3177,57,2623,2024-12-12 04:11:13,105,smart_speaker
3178,57,619,2025-06-12 12:11:08,67,tablet
3179,57,2487,2025-08-06 11:52:50,79,mobile
3180,57,825,2024-10-09 21:55:46,92,tablet
3181,57,2610,2025-02-07 19:23:01,110,web
3182,57,1652,2024-09-27 03:45:36,288,tablet
3183,57,2473,2023-01-08 02:38:26,199,desktop
3184,57,1657,2025-10-05 09:30:54,138,smart_tv
3185,57,2647,2025-02-17 21:23:47,137,desktop
3186,57,131,2023-10-25 07:31:22,68,smart_tv
3187,57,506,2023-11-17 14:53:48,84,smart_tv
3188,57,1844,2025-07-16 05:02:15,33,tablet
3189,57,997,2024-04-14 18:33:08,51,desktop
3190,57,2272,2025-11-23 06:10:29,86,desktop
3191,57,818,2023-06-08 03:43:06,113,tablet
3192,58,393,2025-03-06 12:07:52,34,mobile
3193,58,1631,2024-09-17 18:01:34,173,smart_speaker
3194,58,47,2023-09-02 16:45:02,157,smart_tv
3195,58,554,2025-04-15 08:36:32,59,mobile
3196,58,2446,2023-12-11 23:48:01,158,smart_speaker
3197,58,2518,2025-09-28 02:51:48,253,tablet
3198,58,795,2023-04-22 18:57:51,86,tablet
3199,58,1131,2025-11-03 22:27:13,153,smart_speaker
3200,58,1983,2025-04-25 08:24:23,78,tablet
3201,58,1986,2024-01-18 06:09:33,163,mobile
3202,58,1301,2025-06-19 16:35:11,73,mobile
3203,58,1547,2024-10-24 05:52:33,36,smart_speaker
3204,58,1722,2023-10-12 19:46:45,60,web
3205,58,1557,2024-07-02 16:51:31,45,tablet
3206,58,1627,2023-02-28 20:01:28,102,smart_tv
3207,58,716,2023-08-11 23:59:21,189,smart_tv
3208,58,2262,2025-09-19 19:16:53,184,desktop
3209,58,593,2024-06-07 08:11:47,43,web
3210,58,2254,2025-12-17 16:20:39,104,smart_tv
3211,58,2627,2023-06-04 06:08:59,155,tablet
3212,58,177,2024-10-07 22:33:42,62,mobile
3213,58,248,2025-04-02 08:12:05,67,mobile
3214,58,317,2024-05-16 21:13:38,251,smart_tv
3215,58,2514,2025-06-23 00:05:18,284,web
3216,58,73,2024-09-05 02:52:44,64,web
3217,58,2520,2025-03-24 03:45:23,46,mobile
3218,58,2312,2025-08-08 09:03:44,91,web
3219,58,1450,2023-10-13 17:36:42,246,smart_speaker
3220,58,1621,2024-10-11 23:03:42,125,mobile
3221,58,2185,2023-11-30 02:17:56,137,smart_speaker
3222,58,381,2024-08-30 21:57:50,315,web
3223,58,672,2023-06-26 15:26:24,67,mobile
3224,58,1813,2023-12-18 03:12:41,271,desktop
3225,58,221,2025-03-27 06:21:31,262,mobile
3226,58,1150,2023-11-04 02:09:45,39,desktop
3227,58,2536,2023-01-16 13:16:00,184,desktop
3228,58,108,2023-03-22 20:31:50,204,web
3229,58,1603,2023-10-03 02:06:34,233,mobile
3230,58,1976,2023-01-12 07:07:09,191,desktop
3231,58,1166,2025-02-03 23:24:26,103,smart_speaker
3232,58,1337,2025-10-11 19:55:26,259,smart_speaker
3233,58,2144,2025-04-09 22:41:48,301,smart_speaker
3234,58,704,2023-04-09 00:56:53,148,desktop
3235,58,1892,2023-12-21 19:49:14,166,mobile
3236,58,1353,2023-09-28 11:20:52,69,smart_speaker
3237,58,849,2023-09-26 14:57:08,64,smart_speaker
3238,58,1858,2025-11-07 18:33:49,203,desktop
3239,58,1344,2024-02-02 13:28:16,39,mobile
3240,58,1216,2025-07-09 15:55:29,373,web
3241,58,1020,2025-05-05 10:22:22,117,tablet
3242,58,2005,2024-07-25 09:37:26,179,desktop
3243,58,2626,2023-05-13 12:52:09,159,smart_speaker
3244,58,1646,2024-04-28 13:35:11,76,smart_speaker
3245,58,1099,2024-12-07 01:47:57,43,mobile
3246,58,1948,2025-09-04 09:18:45,323,desktop
3247,58,1105,2024-10-27 15:45:58,57,smart_tv
3248,58,1684,2025-07-18 23:24:19,297,desktop
3249,58,1959,2024-06-28 07:20:59,122,web
3250,58,1498,2025-10-04 03:16:09,32,tablet
3251,58,1378,2025-04-25 07:33:10,92,smart_speaker
3252,58,2019,2024-07-14 14:13:00,49,mobile
3253,58,2048,2024-12-23 00:01:14,46,smart_speaker
3254,58,2381,2023-03-26 05:09:23,126,mobile
3255,58,1818,2023-08-13 22:55:40,54,web
3256,58,319,2023-12-19 15:58:01,226,tablet
3257,58,2407,2025-02-16 05:26:08,30,tablet
3258,58,791,2023-11-22 09:53:53,90,mobile
3259,58,1536,2025-11-11 23:32:49,137,smart_speaker
3260,58,1723,2024-02-16 02:34:17,34,mobile
3261,58,200,2023-05-10 13:13:55,109,smart_tv
3262,58,127,2023-05-21 19:07:18,109,web
3263,58,819,2023-11-21 08:40:13,197,desktop
3264,58,30,2024-11-06 09:43:46,115,desktop
3265,58,1570,2023-03-26 18:05:24,320,desktop
3266,58,317,2024-08-25 07:55:56,220,tablet
3267,58,535,2024-08-23 03:23:57,234,desktop
3268,58,947,2023-07-01 17:00:33,127,mobile
3269,58,1200,2023-03-23 12:46:41,311,desktop
3270,58,780,2023-06-13 17:44:16,31,mobile
3271,58,1948,2023-05-14 03:41:26,383,smart_tv
3272,58,496,2025-07-24 06:37:32,328,tablet
3273,58,1297,2024-12-23 12:34:34,158,mobile
3274,58,1370,2023-06-21 02:06:01,339,web
3275,58,2609,2025-06-08 14:12:43,215,mobile
3276,58,2270,2023-04-25 08:06:39,183,web
3277,58,48,2023-01-09 19:45:07,245,tablet
3278,58,1692,2024-11-16 00:46:47,89,web
3279,58,1467,2023-09-02 08:29:02,243,desktop
3280,58,1495,2025-07-18 02:48:58,218,mobile
3281,58,1933,2024-11-02 09:31:20,91,tablet
3282,58,746,2024-02-14 16:40:35,86,desktop
3283,58,116,2023-08-22 03:06:12,125,smart_speaker
3284,58,1542,2025-01-14 00:04:12,55,mobile
3285,58,1626,2024-10-05 10:59:14,71,web
3286,58,1735,2023-02-03 17:06:47,116,tablet
3287,59,687,2023-10-28 05:36:39,217,smart_tv
3288,59,1804,2024-11-20 09:51:53,177,mobile
3289,59,1233,2025-06-19 23:05:26,41,tablet
3290,59,1929,2023-05-13 17:48:37,157,tablet
3291,59,785,2023-08-23 19:36:33,62,web
3292,59,2032,2025-11-25 20:51:08,156,web
3293,59,1425,2023-09-11 13:05:00,130,mobile
3294,59,1294,2025-03-29 13:07:45,267,smart_speaker
3295,59,2558,2025-12-28 06:59:03,298,smart_speaker
3296,59,473,2024-09-15 00:00:41,238,web
3297,59,2269,2024-01-23 05:37:30,80,smart_tv
3298,59,434,2024-05-07 19:52:45,59,mobile
3299,59,274,2024-02-05 21:06:33,50,web
3300,59,1078,2023-06-30 05:08:57,110,tablet
3301,59,2052,2024-04-29 07:01:44,216,tablet
3302,59,1706,2024-11-13 21:29:30,57,mobile
3303,59,836,2024-11-20 05:11:02,49,web
3304,59,1925,2024-02-14 15:21:53,41,smart_speaker
3305,59,3,2025-11-26 01:27:43,239,smart_tv
3306,59,2446,2024-05-13 22:19:34,109,tablet
3307,59,220,2025-04-23 03:08:10,120,smart_tv
3308,59,21,2023-10-26 08:22:28,95,mobile
3309,59,501,2025-10-06 00:11:59,131,mobile
3310,59,2020,2024-09-18 12:44:48,52,smart_tv
3311,59,119,2024-08-24 02:38:06,56,desktop
3312,59,151,2023-06-26 02:11:19,56,web
3313,59,515,2024-12-03 01:21:06,84,smart_speaker
3314,59,908,2023-05-21 13:07:31,200,smart_speaker
3315,59,2587,2025-10-06 16:54:01,74,smart_tv
3316,59,665,2023-02-16 00:04:09,92,tablet
3317,59,1926,2025-07-01 01:50:31,224,tablet
3318,59,1729,2024-02-08 03:54:48,36,mobile
3319,59,261,2025-06-04 01:18:43,46,web
3320,59,1300,2024-03-27 16:40:19,46,smart_tv
3321,59,235,2024-11-10 22:09:53,100,desktop
3322,59,1192,2023-04-27 16:42:07,92,smart_tv
3323,59,1148,2023-11-16 15:51:38,168,web
3324,59,707,2024-04-15 15:03:01,47,mobile
3325,59,1039,2025-01-04 19:42:32,192,tablet
